Agent Name,Rating,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Zepto,4.7,39,Jaipur,Food,Negative,Low,No,In Stock,3,Correct
Zepto,3.7,43,Bangalore,Essentials,Negative,Medium,No,In Stock,2,Correct
Zepto,2,21,Kolkata,Food,Neutral,Medium,Yes,In Stock,1,Correct
Blinkit,2,13,Hyderabad,Electronics,Positive,High,No,In Stock,2,Correct
Blinkit,4.9,54,Hyderabad,Essentials,Neutral,Medium,Yes,In Stock,5,Incorrect
Blinkit,4.9,47,Pune,Grocery,Neutral,High,Yes,Out of Stock,1,Correct
Blinkit,4.2,25,Delhi,Food,Positive,Medium,Yes,Out of Stock,1,Correct
JioMart,3.9,55,Kolkata,Food,Negative,Medium,Yes,In Stock,3,Correct
Blinkit,4.6,10,Mumbai,Food,Neutral,Low,Yes,In Stock,1,Incorrect
Swiggy Instamart,2.5,34,Lucknow,Pharmacy,Negative,Medium,Yes,In Stock,1,Incorrect
Zepto,3.3,11,Jaipur,Electronics,Positive,Medium,No,In Stock,3,Correct
Blinkit,3,47,Kolkata,Grocery,Neutral,High,Yes,Out of Stock,3,Correct
Blinkit,3.6,48,Delhi,Electronics,Neutral,Low,Yes,Out of Stock,5,Incorrect
JioMart,1.4,29,Lucknow,Pharmacy,Negative,Medium,Yes,Out of Stock,2,Incorrect
JioMart,1.1,37,Chennai,Electronics,Negative,High,Yes,In Stock,1,Correct
Swiggy Instamart,2,18,Mumbai,Food,Neutral,Medium,No,Out of Stock,5,Correct
JioMart,4.9,46,Bangalore,Grocery,Negative,Medium,Yes,Out of Stock,1,Correct
Zepto,3.8,33,Ahmedabad,Essentials,Positive,Low,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,4.9,40,Bangalore,Grocery,Positive,High,No,In Stock,4,Correct
Zepto,4.4,44,Lucknow,Pharmacy,Neutral,High,Yes,Out of Stock,1,Incorrect
JioMart,3.7,45,Jaipur,Grocery,Neutral,Low,No,In Stock,4,Correct
Swiggy Instamart,2.5,45,Lucknow,Electronics,Negative,Low,Yes,In Stock,3,Correct
Zepto,1.3,49,Kolkata,Electronics,Negative,High,No,Out of Stock,2,Correct
Blinkit,4.9,25,Bangalore,Essentials,Neutral,Medium,Yes,In Stock,5,Incorrect
JioMart,2.7,53,Ahmedabad,Electronics,Negative,Medium,No,Out of Stock,3,Correct
Zepto,2.5,20,Lucknow,Pharmacy,Positive,High,No,Out of Stock,5,Correct
Zepto,1.9,32,Pune,Grocery,Positive,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,1,48,Kolkata,Pharmacy,Negative,Low,No,Out of Stock,5,Correct
Swiggy Instamart,1.2,46,Pune,Pharmacy,Neutral,Medium,Yes,In Stock,1,Incorrect
JioMart,4.3,31,Kolkata,Essentials,Negative,Low,No,In Stock,4,Correct
Blinkit,2,22,Bangalore,Essentials,Negative,Low,No,In Stock,1,Incorrect
Blinkit,3.7,29,Hyderabad,Grocery,Neutral,High,No,Out of Stock,2,Incorrect
JioMart,3.4,13,Ahmedabad,Essentials,Negative,Medium,No,In Stock,2,Correct
Blinkit,1.4,12,Chennai,Grocery,Neutral,High,Yes,Out of Stock,3,Correct
Blinkit,1.6,54,Bangalore,Pharmacy,Positive,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,2.1,50,Delhi,Electronics,Positive,High,Yes,Out of Stock,5,Correct
JioMart,1.5,39,Lucknow,Electronics,Negative,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,1.7,15,Mumbai,Food,Negative,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,1.3,14,Mumbai,Essentials,Negative,High,No,In Stock,3,Correct
Swiggy Instamart,1.9,15,Jaipur,Food,Positive,High,Yes,In Stock,1,Incorrect
JioMart,2.5,38,Bangalore,Food,Neutral,High,No,In Stock,4,Correct
Blinkit,3.2,41,Pune,Pharmacy,Neutral,High,No,In Stock,4,Incorrect
JioMart,3.6,23,Bangalore,Grocery,Positive,Low,No,In Stock,5,Incorrect
JioMart,2.2,53,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,5,Incorrect
Zepto,4.6,33,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,1,Correct
Zepto,3.5,56,Mumbai,Essentials,Negative,Low,Yes,In Stock,1,Incorrect
Swiggy Instamart,3.5,38,Hyderabad,Pharmacy,Negative,Medium,No,Out of Stock,3,Incorrect
JioMart,2.5,18,Delhi,Grocery,Negative,Low,Yes,In Stock,2,Correct
Swiggy Instamart,3.4,45,Hyderabad,Electronics,Negative,Low,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.1,32,Kolkata,Electronics,Neutral,Low,No,Out of Stock,2,Incorrect
Zepto,1.9,53,Bangalore,Electronics,Neutral,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,4.3,36,Pune,Pharmacy,Negative,Low,No,In Stock,5,Incorrect
Zepto,2.8,59,Hyderabad,Grocery,Negative,Medium,Yes,In Stock,1,Incorrect
Blinkit,1.6,45,Jaipur,Electronics,Neutral,Low,No,In Stock,2,Incorrect
Zepto,2,49,Chennai,Pharmacy,Neutral,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.9,45,Mumbai,Pharmacy,Negative,Medium,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,2.3,33,Ahmedabad,Essentials,Positive,High,Yes,Out of Stock,3,Incorrect
Zepto,3.8,49,Hyderabad,Essentials,Neutral,Low,No,Out of Stock,2,Correct
Zepto,1.4,58,Ahmedabad,Electronics,Positive,Low,Yes,Out of Stock,3,Incorrect
JioMart,2.1,43,Delhi,Essentials,Neutral,Low,Yes,In Stock,4,Incorrect
JioMart,4.5,47,Jaipur,Essentials,Negative,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,1.5,11,Kolkata,Food,Negative,Low,No,In Stock,3,Incorrect
Blinkit,2.7,28,Lucknow,Essentials,Negative,High,No,In Stock,5,Incorrect
Swiggy Instamart,3.3,53,Ahmedabad,Pharmacy,Neutral,High,Yes,Out of Stock,2,Correct
Zepto,1.6,51,Delhi,Grocery,Neutral,High,Yes,In Stock,3,Incorrect
JioMart,4.2,49,Lucknow,Food,Positive,Medium,No,In Stock,3,Incorrect
Blinkit,4.7,15,Kolkata,Food,Neutral,High,Yes,In Stock,1,Incorrect
Zepto,4.7,12,Hyderabad,Grocery,Neutral,High,Yes,In Stock,4,Incorrect
Zepto,2,34,Pune,Grocery,Positive,Low,Yes,In Stock,3,Correct
Swiggy Instamart,4.1,26,Jaipur,Grocery,Negative,Low,No,In Stock,5,Correct
Swiggy Instamart,3.5,55,Jaipur,Essentials,Positive,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.7,38,Jaipur,Food,Positive,High,Yes,In Stock,2,Correct
Zepto,2.7,41,Hyderabad,Food,Positive,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,4.7,45,Ahmedabad,Electronics,Neutral,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,2.5,29,Pune,Pharmacy,Positive,High,No,Out of Stock,5,Incorrect
Zepto,2.3,41,Mumbai,Pharmacy,Neutral,Medium,Yes,In Stock,1,Correct
JioMart,4.3,28,Kolkata,Food,Neutral,Low,No,Out of Stock,2,Correct
Blinkit,3,35,Mumbai,Essentials,Negative,Medium,No,In Stock,2,Incorrect
JioMart,1.9,56,Pune,Food,Negative,High,No,Out of Stock,2,Incorrect
Blinkit,1,34,Pune,Pharmacy,Negative,Low,No,Out of Stock,3,Incorrect
JioMart,4.3,24,Bangalore,Pharmacy,Negative,Medium,No,Out of Stock,5,Incorrect
Blinkit,4.8,35,Hyderabad,Essentials,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,1.2,48,Ahmedabad,Food,Positive,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4,48,Ahmedabad,Electronics,Positive,High,Yes,In Stock,4,Incorrect
JioMart,3.2,21,Mumbai,Pharmacy,Positive,High,No,In Stock,1,Correct
Blinkit,1.4,17,Ahmedabad,Grocery,Negative,High,Yes,Out of Stock,4,Correct
Zepto,4.4,28,Chennai,Essentials,Negative,Low,No,In Stock,3,Incorrect
Swiggy Instamart,3.8,15,Kolkata,Essentials,Negative,Low,Yes,In Stock,3,Correct
Blinkit,4.9,35,Hyderabad,Pharmacy,Negative,Medium,No,In Stock,1,Correct
Zepto,1.9,21,Bangalore,Grocery,Negative,High,No,Out of Stock,4,Correct
JioMart,4,41,Kolkata,Grocery,Negative,Low,Yes,In Stock,2,Correct
Zepto,4.5,11,Lucknow,Essentials,Negative,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.3,46,Ahmedabad,Essentials,Negative,Medium,No,In Stock,2,Incorrect
Blinkit,3.7,35,Mumbai,Electronics,Negative,High,No,In Stock,2,Incorrect
Zepto,1.5,53,Lucknow,Electronics,Negative,Low,No,In Stock,1,Incorrect
Blinkit,1.1,24,Delhi,Essentials,Negative,High,Yes,Out of Stock,5,Correct
JioMart,2,40,Hyderabad,Grocery,Positive,Medium,No,In Stock,2,Correct
Zepto,3.2,54,Hyderabad,Essentials,Neutral,High,No,Out of Stock,4,Correct
Swiggy Instamart,1.6,14,Bangalore,Pharmacy,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,2.5,53,Ahmedabad,Essentials,Negative,High,No,Out of Stock,3,Correct
Swiggy Instamart,1.1,32,Kolkata,Food,Positive,High,Yes,Out of Stock,3,Correct
Blinkit,4.2,41,Delhi,Food,Negative,High,Yes,Out of Stock,2,Correct
Zepto,3.7,55,Bangalore,Grocery,Negative,Low,Yes,Out of Stock,5,Incorrect
JioMart,1.3,52,Mumbai,Electronics,Neutral,Low,No,Out of Stock,4,Incorrect
Blinkit,4,23,Lucknow,Food,Negative,Medium,Yes,In Stock,3,Incorrect
Blinkit,4,41,Hyderabad,Grocery,Neutral,High,No,In Stock,4,Incorrect
Zepto,1.8,50,Ahmedabad,Electronics,Negative,Low,No,In Stock,2,Correct
Swiggy Instamart,2.1,14,Lucknow,Essentials,Positive,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,2.6,53,Jaipur,Essentials,Neutral,High,Yes,Out of Stock,4,Incorrect
Zepto,4.3,30,Delhi,Pharmacy,Neutral,Low,No,Out of Stock,1,Incorrect
JioMart,4.5,32,Chennai,Pharmacy,Positive,High,No,Out of Stock,2,Incorrect
Swiggy Instamart,4.7,23,Jaipur,Essentials,Negative,Medium,Yes,In Stock,4,Correct
JioMart,5,39,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,3.6,54,Chennai,Grocery,Neutral,High,No,In Stock,4,Correct
Blinkit,4.1,41,Kolkata,Electronics,Negative,Medium,No,Out of Stock,5,Incorrect
Swiggy Instamart,1.6,57,Pune,Food,Negative,Medium,Yes,Out of Stock,2,Correct
Blinkit,4.8,17,Jaipur,Electronics,Positive,Low,Yes,In Stock,2,Incorrect
JioMart,1.2,10,Bangalore,Food,Negative,Medium,Yes,In Stock,1,Correct
Swiggy Instamart,2,51,Mumbai,Food,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.1,52,Lucknow,Pharmacy,Positive,Low,Yes,In Stock,2,Correct
Blinkit,4.9,58,Jaipur,Food,Negative,Low,Yes,In Stock,4,Incorrect
Zepto,1,28,Ahmedabad,Pharmacy,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,4,22,Chennai,Pharmacy,Negative,High,Yes,In Stock,2,Correct
Swiggy Instamart,4.1,34,Chennai,Grocery,Negative,Low,Yes,Out of Stock,5,Incorrect
JioMart,1.8,60,Hyderabad,Essentials,Neutral,High,Yes,In Stock,4,Incorrect
JioMart,1.1,12,Hyderabad,Essentials,Negative,High,Yes,In Stock,3,Incorrect
Blinkit,2.5,11,Jaipur,Electronics,Positive,High,No,In Stock,2,Correct
Zepto,2.7,51,Mumbai,Grocery,Neutral,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,2.2,17,Mumbai,Pharmacy,Negative,Medium,Yes,In Stock,1,Incorrect
Blinkit,2.9,50,Bangalore,Grocery,Negative,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,4.7,17,Chennai,Grocery,Positive,Medium,No,Out of Stock,2,Incorrect
Swiggy Instamart,2.8,34,Ahmedabad,Electronics,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,1,15,Mumbai,Electronics,Negative,Medium,Yes,Out of Stock,2,Correct
Zepto,3.2,52,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
Zepto,1.3,11,Lucknow,Essentials,Negative,Low,Yes,In Stock,1,Incorrect
Zepto,2.3,25,Bangalore,Pharmacy,Negative,Medium,No,Out of Stock,2,Incorrect
JioMart,4.8,31,Kolkata,Food,Negative,Low,No,In Stock,3,Incorrect
Blinkit,4.9,30,Ahmedabad,Electronics,Neutral,Medium,Yes,In Stock,3,Correct
JioMart,1,52,Jaipur,Essentials,Positive,Medium,Yes,Out of Stock,2,Incorrect
JioMart,3.1,29,Jaipur,Grocery,Neutral,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,4.1,30,Jaipur,Essentials,Neutral,High,No,In Stock,1,Correct
Blinkit,1.9,34,Jaipur,Electronics,Negative,Medium,No,Out of Stock,2,Correct
JioMart,2.2,59,Jaipur,Food,Negative,High,Yes,In Stock,1,Correct
Zepto,3.1,14,Lucknow,Electronics,Positive,High,No,In Stock,5,Correct
Zepto,4,47,Pune,Pharmacy,Neutral,High,No,Out of Stock,2,Correct
Zepto,1.4,24,Kolkata,Pharmacy,Negative,Medium,Yes,In Stock,2,Correct
Zepto,1.7,49,Chennai,Grocery,Positive,Low,Yes,In Stock,2,Incorrect
Blinkit,2.5,16,Jaipur,Pharmacy,Positive,Medium,No,In Stock,2,Correct
Blinkit,1.1,36,Lucknow,Food,Negative,Medium,No,Out of Stock,1,Correct
JioMart,1.2,42,Lucknow,Electronics,Positive,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.9,42,Pune,Food,Positive,Medium,No,Out of Stock,4,Correct
JioMart,3.4,60,Bangalore,Food,Negative,High,Yes,Out of Stock,5,Correct
Blinkit,1.9,60,Chennai,Electronics,Negative,High,Yes,In Stock,2,Incorrect
Swiggy Instamart,2.9,30,Mumbai,Grocery,Negative,Medium,No,In Stock,3,Correct
JioMart,4.4,13,Ahmedabad,Electronics,Negative,Medium,No,Out of Stock,5,Incorrect
Zepto,1.7,39,Delhi,Food,Negative,High,Yes,Out of Stock,5,Correct
Zepto,1.9,57,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,1,Correct
Zepto,1.1,24,Delhi,Essentials,Negative,Medium,Yes,In Stock,5,Incorrect
JioMart,2.7,35,Kolkata,Electronics,Positive,Medium,Yes,In Stock,5,Correct
Swiggy Instamart,3.3,36,Delhi,Electronics,Negative,Medium,Yes,Out of Stock,5,Incorrect
JioMart,4.7,60,Jaipur,Food,Positive,High,No,Out of Stock,3,Incorrect
JioMart,3.6,51,Chennai,Grocery,Positive,Medium,Yes,Out of Stock,1,Incorrect
Zepto,1.6,23,Pune,Pharmacy,Negative,Low,No,Out of Stock,1,Incorrect
Zepto,4.7,55,Delhi,Pharmacy,Negative,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.7,26,Pune,Food,Neutral,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.1,45,Pune,Grocery,Negative,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,4.3,14,Mumbai,Electronics,Neutral,High,Yes,Out of Stock,4,Correct
Blinkit,4.4,10,Ahmedabad,Electronics,Neutral,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.9,22,Mumbai,Essentials,Neutral,High,No,Out of Stock,5,Correct
Blinkit,3.8,46,Pune,Electronics,Positive,High,No,In Stock,4,Incorrect
Zepto,3.9,54,Delhi,Grocery,Negative,Low,Yes,Out of Stock,1,Incorrect
JioMart,4.4,60,Mumbai,Pharmacy,Neutral,High,No,In Stock,4,Correct
Swiggy Instamart,2.7,48,Kolkata,Electronics,Negative,High,No,Out of Stock,2,Incorrect
Swiggy Instamart,1.1,43,Chennai,Pharmacy,Negative,Low,No,In Stock,2,Incorrect
Swiggy Instamart,2.5,52,Jaipur,Essentials,Neutral,Low,Yes,In Stock,2,Correct
JioMart,1.9,14,Jaipur,Essentials,Neutral,High,Yes,Out of Stock,2,Incorrect
Blinkit,1.1,59,Jaipur,Food,Positive,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,2.4,55,Hyderabad,Essentials,Negative,Low,Yes,In Stock,4,Correct
Zepto,2.2,21,Bangalore,Grocery,Negative,High,Yes,Out of Stock,2,Correct
JioMart,2.2,27,Lucknow,Food,Negative,Medium,No,In Stock,5,Correct
Swiggy Instamart,1.9,59,Kolkata,Food,Negative,Low,No,In Stock,4,Correct
JioMart,3.9,34,Hyderabad,Essentials,Negative,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,2.9,26,Hyderabad,Food,Neutral,High,Yes,Out of Stock,1,Correct
JioMart,1.6,40,Ahmedabad,Food,Neutral,Low,Yes,In Stock,4,Correct
JioMart,4.2,60,Bangalore,Grocery,Positive,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.6,27,Ahmedabad,Grocery,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,1.4,44,Kolkata,Essentials,Negative,High,No,Out of Stock,2,Correct
Swiggy Instamart,2.7,57,Bangalore,Electronics,Neutral,Low,No,Out of Stock,1,Correct
Swiggy Instamart,3.3,43,Lucknow,Electronics,Neutral,Medium,No,Out of Stock,5,Correct
JioMart,3.2,15,Bangalore,Electronics,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,3.6,47,Ahmedabad,Essentials,Negative,Low,No,Out of Stock,5,Correct
Swiggy Instamart,1.8,28,Bangalore,Pharmacy,Negative,Low,Yes,Out of Stock,1,Incorrect
Blinkit,2.6,18,Hyderabad,Food,Neutral,High,No,Out of Stock,1,Incorrect
Zepto,4,32,Bangalore,Pharmacy,Negative,Low,Yes,Out of Stock,5,Correct
Blinkit,4.7,21,Chennai,Electronics,Positive,Low,Yes,Out of Stock,2,Incorrect
Blinkit,3.9,51,Ahmedabad,Food,Positive,High,Yes,In Stock,2,Incorrect
Blinkit,1.9,23,Mumbai,Electronics,Neutral,Medium,Yes,Out of Stock,5,Correct
Zepto,4.9,43,Ahmedabad,Essentials,Positive,Medium,No,In Stock,5,Correct
Blinkit,4.9,57,Bangalore,Grocery,Positive,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.7,40,Chennai,Food,Neutral,Low,Yes,Out of Stock,2,Correct
Swiggy Instamart,2.1,22,Chennai,Grocery,Positive,Medium,Yes,In Stock,4,Correct
JioMart,2.2,17,Chennai,Essentials,Positive,Low,No,In Stock,4,Incorrect
Blinkit,4.4,29,Hyderabad,Electronics,Neutral,Low,Yes,In Stock,5,Correct
JioMart,4.1,30,Bangalore,Grocery,Negative,Low,Yes,In Stock,3,Correct
Blinkit,3.7,26,Mumbai,Grocery,Neutral,Medium,Yes,In Stock,2,Incorrect
JioMart,4.4,57,Jaipur,Essentials,Positive,Low,No,In Stock,1,Incorrect
Zepto,1.7,27,Jaipur,Essentials,Negative,Low,No,Out of Stock,1,Correct
JioMart,4.9,34,Delhi,Grocery,Neutral,Low,Yes,Out of Stock,1,Correct
Blinkit,2.3,32,Chennai,Electronics,Positive,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,3.2,23,Lucknow,Essentials,Neutral,Low,No,In Stock,4,Correct
JioMart,2.3,13,Jaipur,Grocery,Positive,Medium,No,Out of Stock,4,Incorrect
Blinkit,1.1,22,Jaipur,Grocery,Neutral,Medium,Yes,In Stock,5,Incorrect
JioMart,4.4,23,Pune,Food,Positive,Low,Yes,In Stock,5,Incorrect
Blinkit,2.3,52,Delhi,Essentials,Neutral,Low,No,In Stock,5,Correct
Swiggy Instamart,3.9,33,Ahmedabad,Grocery,Negative,High,Yes,In Stock,1,Incorrect
Zepto,1.7,25,Pune,Grocery,Neutral,Low,No,Out of Stock,4,Incorrect
Zepto,2.9,58,Mumbai,Grocery,Negative,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,1,37,Ahmedabad,Pharmacy,Negative,Medium,No,In Stock,4,Correct
Swiggy Instamart,2,31,Kolkata,Electronics,Positive,Low,Yes,Out of Stock,5,Correct
Blinkit,3.6,11,Bangalore,Electronics,Positive,Low,Yes,Out of Stock,5,Incorrect
Zepto,1.5,52,Lucknow,Grocery,Neutral,Low,Yes,Out of Stock,2,Correct
Blinkit,3.4,55,Mumbai,Food,Negative,Medium,Yes,In Stock,3,Correct
Swiggy Instamart,2.6,43,Kolkata,Essentials,Negative,High,No,Out of Stock,4,Correct
JioMart,1.4,55,Hyderabad,Pharmacy,Negative,High,No,In Stock,2,Correct
Blinkit,4,20,Hyderabad,Grocery,Positive,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.9,23,Lucknow,Pharmacy,Neutral,Low,No,In Stock,2,Correct
Swiggy Instamart,2.3,56,Lucknow,Grocery,Negative,Low,No,In Stock,3,Incorrect
Zepto,3.2,23,Hyderabad,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
JioMart,1.8,26,Mumbai,Electronics,Negative,High,Yes,In Stock,2,Incorrect
Zepto,1.1,34,Hyderabad,Food,Positive,High,No,In Stock,3,Incorrect
Blinkit,4,56,Ahmedabad,Electronics,Neutral,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.7,25,Delhi,Food,Positive,High,No,Out of Stock,2,Correct
Zepto,4.6,50,Bangalore,Electronics,Negative,Medium,Yes,In Stock,2,Correct
JioMart,4.4,54,Kolkata,Food,Positive,Low,No,Out of Stock,1,Incorrect
Blinkit,4.7,30,Pune,Essentials,Positive,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.8,51,Hyderabad,Pharmacy,Positive,Low,No,Out of Stock,1,Correct
JioMart,4.2,43,Mumbai,Food,Positive,Medium,Yes,In Stock,1,Incorrect
Zepto,4,20,Hyderabad,Essentials,Neutral,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,3.8,30,Hyderabad,Grocery,Negative,Low,Yes,Out of Stock,1,Correct
Zepto,1.7,11,Delhi,Electronics,Neutral,Low,No,In Stock,4,Incorrect
JioMart,3.2,36,Chennai,Essentials,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,3.4,28,Hyderabad,Food,Negative,Medium,No,Out of Stock,4,Correct
Zepto,4.2,50,Pune,Food,Neutral,High,Yes,Out of Stock,2,Incorrect
Zepto,3.7,12,Chennai,Pharmacy,Positive,High,Yes,In Stock,2,Incorrect
JioMart,2.1,42,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,2,Incorrect
Blinkit,2.7,20,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.1,28,Jaipur,Pharmacy,Positive,Low,No,In Stock,3,Correct
Blinkit,3.7,15,Pune,Grocery,Negative,Low,No,In Stock,1,Correct
Blinkit,5,22,Pune,Electronics,Positive,Medium,No,In Stock,2,Correct
Zepto,3.5,33,Lucknow,Grocery,Negative,Medium,No,Out of Stock,2,Incorrect
JioMart,3.4,54,Delhi,Food,Negative,Low,Yes,Out of Stock,1,Correct
Blinkit,4.1,18,Kolkata,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
Zepto,2.7,23,Jaipur,Pharmacy,Neutral,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,2.4,44,Ahmedabad,Food,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.6,50,Mumbai,Pharmacy,Positive,Medium,No,Out of Stock,5,Incorrect
Blinkit,5,34,Ahmedabad,Food,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Zepto,4.1,47,Jaipur,Food,Positive,Medium,No,Out of Stock,2,Correct
Swiggy Instamart,3.1,59,Mumbai,Grocery,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.2,42,Pune,Pharmacy,Negative,Medium,Yes,In Stock,2,Incorrect
JioMart,1.2,21,Lucknow,Food,Positive,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,3,23,Pune,Food,Positive,Medium,Yes,In Stock,5,Correct
Swiggy Instamart,4.9,60,Ahmedabad,Pharmacy,Negative,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.7,33,Hyderabad,Food,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.7,14,Ahmedabad,Grocery,Negative,Low,Yes,In Stock,5,Incorrect
JioMart,1.3,59,Ahmedabad,Food,Neutral,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.6,27,Bangalore,Food,Positive,High,No,Out of Stock,5,Correct
Swiggy Instamart,2.4,19,Lucknow,Electronics,Negative,Medium,Yes,Out of Stock,1,Correct
Swiggy Instamart,1.5,38,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,4,Incorrect
JioMart,3.6,47,Ahmedabad,Electronics,Neutral,Low,Yes,Out of Stock,4,Correct
Zepto,1.9,31,Kolkata,Essentials,Negative,Low,No,Out of Stock,1,Correct
JioMart,2.7,38,Mumbai,Essentials,Negative,Low,No,In Stock,4,Incorrect
Blinkit,2.8,11,Lucknow,Electronics,Negative,Low,Yes,Out of Stock,3,Correct
Blinkit,4.4,41,Pune,Grocery,Neutral,Low,Yes,Out of Stock,5,Correct
Blinkit,2.1,56,Jaipur,Electronics,Neutral,Low,Yes,Out of Stock,3,Correct
Zepto,2.6,50,Chennai,Electronics,Negative,High,No,In Stock,5,Correct
Swiggy Instamart,4.3,58,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,5,Correct
Blinkit,4.6,57,Jaipur,Pharmacy,Positive,Medium,Yes,Out of Stock,2,Correct
JioMart,3.3,51,Hyderabad,Essentials,Negative,Low,Yes,Out of Stock,1,Incorrect
Zepto,1.4,14,Ahmedabad,Grocery,Negative,Low,No,In Stock,4,Correct
JioMart,4.8,39,Pune,Electronics,Negative,Medium,No,Out of Stock,1,Incorrect
Blinkit,3.4,45,Chennai,Food,Positive,Medium,Yes,In Stock,5,Incorrect
JioMart,4.5,16,Delhi,Essentials,Neutral,Medium,Yes,In Stock,3,Incorrect
Zepto,2.9,48,Chennai,Pharmacy,Positive,High,Yes,Out of Stock,2,Correct
Zepto,4.1,46,Mumbai,Grocery,Positive,High,Yes,Out of Stock,2,Correct
JioMart,4.8,43,Chennai,Grocery,Positive,High,No,Out of Stock,5,Incorrect
Blinkit,2.8,36,Bangalore,Pharmacy,Positive,High,Yes,Out of Stock,5,Correct
Blinkit,1.4,29,Ahmedabad,Food,Negative,Low,No,In Stock,4,Incorrect
JioMart,4.4,16,Jaipur,Electronics,Positive,Medium,No,In Stock,2,Incorrect
Blinkit,1.5,25,Delhi,Pharmacy,Negative,Medium,No,In Stock,2,Correct
JioMart,3,46,Chennai,Pharmacy,Positive,Low,Yes,Out of Stock,4,Correct
Blinkit,1.2,52,Jaipur,Pharmacy,Neutral,Low,Yes,Out of Stock,5,Incorrect
Zepto,1.7,53,Mumbai,Essentials,Neutral,Low,Yes,In Stock,4,Correct
Swiggy Instamart,4.4,56,Chennai,Food,Neutral,High,No,Out of Stock,3,Incorrect
JioMart,2.2,10,Chennai,Food,Positive,Medium,Yes,Out of Stock,4,Incorrect
Zepto,2.2,49,Delhi,Electronics,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,3.9,21,Chennai,Pharmacy,Neutral,Low,Yes,Out of Stock,3,Correct
Zepto,1.4,32,Bangalore,Electronics,Negative,High,No,In Stock,1,Incorrect
